mean_predicted,observed_frequency
0.0,0.012658227848101266
0.12362832576036453,0.07692307692307693
0.21989154930298144,0.08974358974358974
0.24995580155934607,0.2857142857142857
0.4320446086835258,0.4936708860759494
0.6244029198607354,0.4931506849315068
0.7304226626520571,0.7717391304347826
